"publication_id","experiment_id","treatment_id","nsamp","t1","t2","w1","w2","errorw1","errorw2","igr.mu","igr.sd","fr.mu","fr.sd","prey_type","exp_id","experiment","t"
"dom_03a","2","4",24,1,5,0.233,0.2901099,0.05,0.1160439,NA,NA,NA,NA,"crangon","dom_03a_2_4","dom_03a_2",3
"dom_03a","2","4",24,5,10,0.2901099,0.4378022,0.1160439,0.1793407,NA,NA,NA,NA,"crangon","dom_03a_2_4","dom_03a_2",7.5
"dom_03a","2","4",24,10,15,0.4378022,0.5802198,0.1793407,0.2268132,NA,NA,NA,NA,"crangon","dom_03a_2_4","dom_03a_2",12.5
"dom_03a","2","4",24,15,20,0.5802198,0.8281319,0.2268132,0.3586817,NA,NA,NA,NA,"crangon","dom_03a_2_4","dom_03a_2",17.5
"dom_03a","2","4",24,20,25,0.8281319,1.081319,0.3586817,0.4589012,NA,NA,NA,NA,"crangon","dom_03a_2_4","dom_03a_2",22.5
"dom_03a","2","4",24,25,30,1.081319,1.35033,0.4589012,0.7068131,NA,NA,NA,NA,"crangon","dom_03a_2_4","dom_03a_2",27.5
"dom_03a","2","4",24,30,35,1.35033,1.513846,0.7068131,0.696263,NA,NA,NA,NA,"crangon","dom_03a_2_4","dom_03a_2",32.5
"dom_03a","2","5",24,1,5,0.233,0.3217582,0.05,0.1424176,NA,NA,NA,NA,"crangon","dom_03a_2_5","dom_03a_2",3
"dom_03a","2","5",24,5,10,0.3217582,0.4430769,0.1424176,0.2004395,NA,NA,NA,NA,"crangon","dom_03a_2_5","dom_03a_2",7.5
"dom_03a","2","5",24,10,15,0.4430769,0.5696703,0.2004395,0.2426374,NA,NA,NA,NA,"crangon","dom_03a_2_5","dom_03a_2",12.5
"dom_03a","2","5",24,15,20,0.5696703,0.8650549,0.2426374,0.3692304,NA,NA,NA,NA,"crangon","dom_03a_2_5","dom_03a_2",17.5
"dom_03a","2","5",24,20,25,0.8650549,1.076044,0.3692304,0.4589011,NA,NA,NA,NA,"crangon","dom_03a_2_5","dom_03a_2",22.5
"dom_03a","2","5",24,25,30,1.076044,1.461099,0.4589011,0.464175,NA,NA,NA,NA,"crangon","dom_03a_2_5","dom_03a_2",27.5
"dom_03a","2","5",24,30,35,1.461099,1.592967,0.464175,0.543297,NA,NA,NA,NA,"crangon","dom_03a_2_5","dom_03a_2",32.5
"dom_03a","3","6",25,1,5,0.271,0.3588785,0.041,0.1046729,7.208791,NA,NA,NA,"crangon","dom_03a_3_6","dom_03a_3",3
"dom_03a","3","6",25,5,10,0.3588785,0.5682243,0.1046729,0.1345795,7.758242,NA,NA,NA,"crangon","dom_03a_3_6","dom_03a_3",7.5
"dom_03a","3","6",25,10,15,0.5682243,0.9271028,0.1345795,0.2392524,9.89011,NA,NA,NA,"crangon","dom_03a_3_6","dom_03a_3",12.5
"dom_03a","3","6",25,15,20,0.9271028,1.570093,0.2392524,0.478505,10.28571,NA,NA,NA,"crangon","dom_03a_3_6","dom_03a_3",17.5
"dom_03a","3","6",25,20,25,1.570093,2.571963,0.478505,0.762617,10.04396,NA,NA,NA,"crangon","dom_03a_3_6","dom_03a_3",22.5
"dom_03a","3","6",25,25,30,2.571963,3.872897,0.762617,1.016823,8.153846,NA,NA,NA,"crangon","dom_03a_3_6","dom_03a_3",27.5
"dom_03a","3","6",25,30,40,3.872897,5.966355,1.016823,2.542056,4.307692,NA,NA,NA,"crangon","dom_03a_3_6","dom_03a_3",35
"dom_03a","3","7",25,1,5,0.273,0.388785,0.035,0.1196262,7.604396,NA,NA,NA,"crangon","dom_03a_3_7","dom_03a_3",3
"dom_03a","3","7",25,5,10,0.388785,0.4934579,0.1196262,0.1196261,5.032967,NA,NA,NA,"fish fry","dom_03a_3_7","dom_03a_3",7.5
"dom_03a","3","7",25,10,15,0.4934579,0.6878505,0.1196261,0.1345794,6.153846,NA,NA,NA,"fish fry","dom_03a_3_7","dom_03a_3",12.5
"dom_03a","3","7",25,15,20,0.6878505,0.9121495,0.1345794,0.2542059,5.428571,NA,NA,NA,"fish fry","dom_03a_3_7","dom_03a_3",17.5
"dom_03a","3","7",25,20,25,0.9121495,1.226168,0.2542059,0.418692,5.736264,NA,NA,NA,"fish fry","dom_03a_3_7","dom_03a_3",22.5
"dom_03a","3","7",25,25,30,1.226168,1.55514,0.418692,0.553271,4.813187,NA,NA,NA,"fish fry","dom_03a_3_7","dom_03a_3",27.5
"dom_03a","3","7",25,30,40,1.55514,1.854206,0.553271,0.837383,1.846154,NA,NA,NA,"fish fry","dom_03a_3_7","dom_03a_3",35
"dom_03b","1","1",30,91,98,17.4,20.68966,6,13.38743,6.762178,NA,NA,NA,"grass shrimp","dom_03b_1_1","dom_03b_1",94.5
"dom_03b","1","1",30,98,105,20.68966,21.90669,13.38743,14.19878,3.82808,NA,NA,NA,"grass shrimp","dom_03b_1_1","dom_03b_1",101.5
"dom_03b","1","1",30,105,112,21.90669,24.74645,14.19878,16.63286,1.123209,NA,NA,NA,"grass shrimp","dom_03b_1_1","dom_03b_1",108.5
"dom_03b","1","1",30,112,119,24.74645,27.99189,16.63286,19.87829,2.040115,NA,NA,NA,"grass shrimp","dom_03b_1_1","dom_03b_1",115.5
"dom_03b","1","1",30,119,126,27.99189,35.29412,19.87829,29.20892,3.186246,NA,NA,NA,"grass shrimp","dom_03b_1_1","dom_03b_1",122.5
"dom_03b","1","1",30,126,133,35.29412,40.56795,29.20892,29.20892,2.017192,NA,NA,NA,"grass shrimp","dom_03b_1_1","dom_03b_1",129.5
"dom_03b","1","1",30,133,140,40.56795,50.70994,29.20892,36.51116,3.277937,NA,NA,NA,"grass shrimp","dom_03b_1_1","dom_03b_1",136.5
"dom_03b","1","1",30,140,147,50.70994,55.57809,36.51116,38.53955,1.146132,NA,NA,NA,"grass shrimp","dom_03b_1_1","dom_03b_1",143.5
"dom_03b","1","1",30,147,161,55.57809,66.12576,38.53955,51.92698,2.361032,NA,NA,NA,"grass shrimp","dom_03b_1_1","dom_03b_1",154
"dom_03b","1","1",30,161,168,66.12576,75.86207,51.92698,50.30426,2.108883,NA,NA,NA,"grass shrimp","dom_03b_1_1","dom_03b_1",164.5
"dom_03b","1","1",30,168,186,75.86207,101.8256,50.30426,62.06893,2.108883,NA,NA,NA,"grass shrimp","dom_03b_1_1","dom_03b_1",177
"dom_03b","1","1",30,186,193,101.8256,113.9959,62.06893,99.7972,0.7106017,NA,NA,NA,"grass shrimp","dom_03b_1_1","dom_03b_1",189.5
"dom_03b","1","1",30,193,200,113.9959,131.4402,99.7972,91.27784,1.054441,NA,NA,NA,"grass shrimp","dom_03b_1_1","dom_03b_1",196.5
"dom_03b","1","2",30,91,98,18.9,20.68966,6,12.57607,1.421203,NA,NA,NA,"grass shrimp","dom_03b_1_2","dom_03b_1",94.5
"dom_03b","1","2",30,98,105,20.68966,21.09533,12.57607,15.8215,0.5730659,NA,NA,NA,"grass shrimp","dom_03b_1_2","dom_03b_1",101.5
"dom_03b","1","2",30,105,112,21.09533,22.31237,15.8215,14.19878,0.5730659,NA,NA,NA,"grass shrimp","dom_03b_1_2","dom_03b_1",108.5
"dom_03b","1","2",30,112,119,22.31237,24.34077,14.19878,17.8499,1.398281,NA,NA,NA,"grass shrimp","dom_03b_1_2","dom_03b_1",115.5
"dom_03b","1","2",30,119,126,24.34077,27.18053,17.8499,17.8499,1.719198,NA,NA,NA,"grass shrimp","dom_03b_1_2","dom_03b_1",122.5
"dom_03b","1","2",30,126,133,27.18053,31.643,17.8499,19.8783,1.971347,NA,NA,NA,"grass shrimp","dom_03b_1_2","dom_03b_1",129.5
"dom_03b","1","2",30,133,140,31.643,36.91684,19.8783,24.34077,2.063037,NA,NA,NA,"grass shrimp","dom_03b_1_2","dom_03b_1",136.5
"dom_03b","1","2",30,140,147,36.91684,38.94523,24.34077,23.93509,0.8252149,NA,NA,NA,"grass shrimp","dom_03b_1_2","dom_03b_1",143.5
"dom_03b","1","2",30,147,161,38.94523,48.27586,23.93509,29.20892,2.934097,NA,NA,NA,"grass shrimp","dom_03b_1_2","dom_03b_1",154
"dom_03b","1","2",30,161,168,48.27586,57.20081,29.20892,35.29412,2.315186,NA,NA,NA,"grass shrimp","dom_03b_1_2","dom_03b_1",164.5
"dom_03b","1","2",30,168,186,57.20081,77.07911,35.29412,42.19067,2.131805,NA,NA,NA,"grass shrimp","dom_03b_1_2","dom_03b_1",177
"dom_03b","1","2",30,186,193,77.07911,82.35294,42.19067,43.40775,0.4584527,NA,NA,NA,"grass shrimp","dom_03b_1_2","dom_03b_1",189.5
"dom_03b","1","2",30,193,200,82.35294,92.08925,43.40775,51.92696,0.8022923,NA,NA,NA,"grass shrimp","dom_03b_1_2","dom_03b_1",196.5
"dom_03b","1","2",30,200,230,92.08925,128.6004,51.92696,92.49492,1.077364,NA,NA,NA,"grass shrimp","dom_03b_1_2","dom_03b_1",215
"dom_03b","2","3",45,51,58,5.705521,8.282209,1.656441,2.576687,4.390805,0.827587,14.12598,0.236220000000001,"grass shrimp","dom_03b_2_3","dom_03b_2",54.5
"dom_03b","2","3",45,58,65,8.282209,12.26994,2.576687,4.23313,5.701149,1.287356,12.33071,0.33071,"grass shrimp","dom_03b_2_3","dom_03b_2",61.5
"dom_03b","2","3",45,65,72,12.26994,15.88957,4.23313,5.82823,4.137931,0.758621,11.24409,0.330710000000002,"grass shrimp","dom_03b_2_3","dom_03b_2",68.5
"dom_03b","2","3",45,72,79,15.88957,19.81595,5.82823,8.09816,3.126437,2.091954,8.88189,0.425196999999999,"grass shrimp","dom_03b_2_3","dom_03b_2",75.5
"dom_03b","2","4",45,51,58,5.644172,7.546012,1.595092,1.901841,5.37931,0.574712,13.08661,0.61417,"grass shrimp","dom_03b_2_4","dom_03b_2",54.5
"dom_03b","2","4",45,58,65,7.546012,11.22699,1.901841,3.006138,5.724138,0.367815999999999,11.52756,1.13385,"grass shrimp","dom_03b_2_4","dom_03b_2",61.5
"dom_03b","2","4",45,65,72,11.22699,14.96933,3.006138,4.23312,3.632184,0.919541,10.62992,1.22835,"grass shrimp","dom_03b_2_4","dom_03b_2",68.5
"dom_03b","2","4",45,72,79,14.96933,18.71166,4.23312,5.58282,3.218391,1.080459,8.362205,0.566929,"grass shrimp","dom_03b_2_4","dom_03b_2",75.5
"dom_04","1","1",90,1,8,0.1,0.154,0.014,0.042,6.4,0.4,NA,NA,"mysids","dom_04_1_1","dom_04_1",4.5
"dom_04","1","1",90,8,15,0.154,0.25,0.042,0.056,7.1,0.4,NA,NA,"mysids","dom_04_1_1","dom_04_1",11.5
"dom_04","1","1",90,15,22,0.25,0.36,0.056,0.076,6.1,0.2,NA,NA,"mysids","dom_04_1_1","dom_04_1",18.5
"dom_04","1","1",90,22,29,0.36,0.496,0.076,0.086,5.3,0.2,NA,NA,"mysids","dom_04_1_1","dom_04_1",25.5
"dom_04","1","2",90,1,8,0.096,0.146,0.012,0.034,5.5,0.4,NA,NA,"grass_shrimp","dom_04_1_2","dom_04_1",4.5
"dom_04","1","2",90,8,15,0.146,0.257,0.034,0.055,8.4,0.1,NA,NA,"grass_shrimp","dom_04_1_2","dom_04_1",11.5
"dom_04","1","2",90,15,22,0.257,0.491,0.055,0.088,8.6,0.3,NA,NA,"grass_shrimp","dom_04_1_2","dom_04_1",18.5
"dom_04","1","2",90,22,29,0.491,0.796,0.088,0.144,7.5,0.1,NA,NA,"grass_shrimp","dom_04_1_2","dom_04_1",25.5
"dom_04","1","3",90,1,8,0.098,0.12,0.015,0.03,3,0.4,NA,NA,"fish_fry","dom_04_1_3","dom_04_1",4.5
"dom_04","1","3",90,8,15,0.12,0.136,0.03,0.043,1.8,0.1,NA,NA,"fish_fry","dom_04_1_3","dom_04_1",11.5
"dom_04","1","3",90,15,22,0.136,0.173,0.043,0.051,3.2,0.1,NA,NA,"fish_fry","dom_04_1_3","dom_04_1",18.5
"dom_04","1","3",90,22,29,0.173,0.209,0.051,0.054,3.4,0.05,NA,NA,"fish_fry","dom_04_1_3","dom_04_1",25.5
"dom_04","2","4",60,30,37,0.61,0.95,0.09,0.15,6.1,0.05,NA,NA,"grass_shrimp","dom_04_2_4","dom_04_2",33.5
"dom_04","2","4",60,37,44,0.95,1.39,0.15,0.23,5.8,0.05,NA,NA,"grass_shrimp","dom_04_2_4","dom_04_2",40.5
"dom_04","2","4",60,44,51,1.39,2.03,0.23,0.28,5.5,0.1,NA,NA,"grass_shrimp","dom_04_2_4","dom_04_2",47.5
"dom_04","2","4",60,51,58,2.03,2.96,0.28,0.59,5.3,0.1,NA,NA,"grass_shrimp","dom_04_2_4","dom_04_2",54.5
"dom_04","2","5",60,30,37,0.6,0.7,0.12,0.14,2.2,0.05,NA,NA,"fish_fry","dom_04_2_5","dom_04_2",33.5
"dom_04","2","5",60,37,44,0.7,0.91,0.14,0.17,2.8,0.05,NA,NA,"fish_fry","dom_04_2_5","dom_04_2",40.5
"dom_04","2","5",60,44,51,0.91,0.99,0.17,0.26,2.4,0.1,NA,NA,"fish_fry","dom_04_2_5","dom_04_2",47.5
"dom_04","2","5",60,51,58,0.99,1.15,0.26,0.15,2.2,0.05,NA,NA,"fish_fry","dom_04_2_5","dom_04_2",54.5
"dom_04","3","6",36,61,68,5.73,8.59,0.07,0.44,5.7,0.2,NA,NA,"grass_shrimp","dom_04_3_6","dom_04_3",64.5
"dom_04","3","6",36,68,75,8.59,12.83,0.44,1.09,5.9,0.4,NA,NA,"grass_shrimp","dom_04_3_6","dom_04_3",71.5
"dom_04","3","6",36,75,82,12.83,19.48,1.09,2.91,6,0.1,NA,NA,"grass_shrimp","dom_04_3_6","dom_04_3",78.5
"dom_04","3","6",36,82,89,19.48,29.05,2.91,3.74,5.8,0.2,NA,NA,"grass_shrimp","dom_04_3_6","dom_04_3",85.5
"dom_04","3","7",36,61,68,5.73,6.43,0.07,0.35,1.6,0.2,NA,NA,"fish_fry","dom_04_3_7","dom_04_3",64.5
"dom_04","3","7",36,68,75,6.43,8.07,0.35,1.47,3.5,0.2,NA,NA,"fish_fry","dom_04_3_7","dom_04_3",71.5
"dom_04","3","7",36,75,82,8.07,10.86,1.47,3.02,4.2,0.4,NA,NA,"fish_fry","dom_04_3_7","dom_04_3",78.5
"dom_04","3","7",36,82,89,10.86,14.89,3.02,4.96,4.7,0.2,NA,NA,"fish_fry","dom_04_3_7","dom_04_3",85.5
"dom_04","4","8",15,51,58,2.15,2.7,0.36,0.8,3.3,0.5,10.4,1.1,"grass_shrimp","dom_04_4_8","dom_04_4",54.5
"dom_04","4","8",15,58,65,2.7,4.7,0.8,1.2,7.7,0.7,15.3,0.7,"grass_shrimp","dom_04_4_8","dom_04_4",61.5
"dom_04","4","8",15,65,72,4.7,6.5,1.2,1.6,4.6,0.7,12.7,0.4,"grass_shrimp","dom_04_4_8","dom_04_4",68.5
"dom_04","4","8",15,72,79,6.5,9.2,1.6,2.4,5,0.2,12.1,0.7,"grass_shrimp","dom_04_4_8","dom_04_4",75.5
"dom_04","4","8",15,79,86,9.2,13.1,2.4,4,5.1,0.4,11.7,1.8,"grass_shrimp","dom_04_4_8","dom_04_4",82.5
"dom_04","4","9",15,51,58,2.15,2.3,0.36,0.7,1.1,0.7,7.4,0.8,"fish_fry","dom_04_4_9","dom_04_4",54.5
"dom_04","4","9",15,58,65,2.3,3.3,0.7,1,5,0.3,13.2,0.4,"fish_fry","dom_04_4_9","dom_04_4",61.5
"dom_04","4","9",15,65,72,3.3,4,1,1.2,2.6,0.7,13.9,0.9,"fish_fry","dom_04_4_9","dom_04_4",68.5
"dom_04","4","9",15,72,79,4,5.4,1.2,1.6,4.2,0.2,13.1,0.4,"fish_fry","dom_04_4_9","dom_04_4",75.5
"dom_04","4","9",15,79,86,5.4,6.8,1.6,2.1,3.5,0.1,10.8,0.6,"fish_fry","dom_04_4_9","dom_04_4",82.5
"dom_08","1","1",12,121,128,44.6,50.8,2.9,5.7,1.849765,1.279342,9.030612,1.22449,"grass shrimp","dom_08_1_1","dom_08_1",124.5
"dom_08","1","1",12,128,135,50.8,54.8,5.7,5.3,1.133803,1.0446006,7.77551,0.581632,"grass shrimp","dom_08_1_1","dom_08_1",131.5
"dom_08","1","1",12,135,142,54.8,59.7,5.3,3.7,1.978873,0.48122,8.602041,1.010204,"grass shrimp","dom_08_1_1","dom_08_1",138.5
"dom_08","1","1",12,142,149,59.7,63.8,3.7,3.4,0.9929577,0.1760561,5.816327,2.846939,"grass shrimp","dom_08_1_1","dom_08_1",145.5
"dom_08","1","2",12,121,128,43.3,41.3,2.2,3.1,-0.6502347,1.0680746,3.244898,0.367347,"fish","dom_08_1_2","dom_08_1",124.5
"dom_08","1","2",12,128,135,41.3,45.1,3.1,1.7,1.333333,1.0446007,4.285714,2.510204,"fish","dom_08_1_2","dom_08_1",131.5
"dom_08","1","2",12,135,142,45.1,46,1.7,0.3,0.4413146,1.4201879,5.846939,6.091837,"fish","dom_08_1_2","dom_08_1",138.5
"dom_08","1","2",12,142,149,46,46.7,0.3,1.1,0.2535211,0.50469482,4.285714,3.795918,"fish","dom_08_1_2","dom_08_1",145.5
"dom_08","1","3",12,121,128,44.2,45.5,4.4,7.1,0.3943662,1.6431926,10.22449,3.551023,"crayfish","dom_08_1_3","dom_08_1",124.5
"dom_08","1","3",12,128,135,45.5,51.6,7.1,11.4,1.744131,0.610329,8.234694,0.642857,"crayfish","dom_08_1_3","dom_08_1",131.5
"dom_08","1","3",12,135,142,51.6,56.7,11.4,11.9,1.34507,0.340376,10.07143,2.846941,"crayfish","dom_08_1_3","dom_08_1",138.5
"dom_08","1","3",12,142,149,56.7,60.4,11.9,12.3,0.9107981,0.2347419,5.510204,2.877551,"crayfish","dom_08_1_3","dom_08_1",145.5
"fer_10","1","1",50,76,83,NA,NA,NA,NA,3.838384,0.363636,8.87,NA,"grass shrimp","fer_10_1_1","fer_10_1",79.5
"fer_10","1","1",50,83,90,NA,NA,NA,NA,3.919192,0.242424000000001,8.87,NA,"grass shrimp","fer_10_1_1","fer_10_1",86.5
"fer_10","1","1",50,90,97,NA,NA,NA,NA,3.676768,0.161616,8.87,NA,"grass shrimp","fer_10_1_1","fer_10_1",93.5
"fer_10","1","1",50,97,104,NA,NA,NA,NA,3.757576,0.282828,8.87,NA,"grass shrimp","fer_10_1_1","fer_10_1",100.5
"fer_10","1","2",50,76,83,NA,NA,NA,NA,1.090909,0.525253,6.85,NA,"fish","fer_10_1_2","fer_10_1",79.5
"fer_10","1","2",50,83,90,NA,NA,NA,NA,0.9292929,0.6464651,6.85,NA,"fish","fer_10_1_2","fer_10_1",86.5
"fer_10","1","2",50,90,97,NA,NA,NA,NA,-0.2020202,0.9292929,6.85,NA,"fish","fer_10_1_2","fer_10_1",93.5
"fer_10","1","2",50,97,104,NA,NA,NA,NA,1.373737,0.242425,6.85,NA,"fish","fer_10_1_2","fer_10_1",100.5
"fer_10","1","3",50,76,83,NA,NA,NA,NA,1.494949,0.404041,11,NA,"crayfish","fer_10_1_3","fer_10_1",79.5
"fer_10","1","3",50,83,90,NA,NA,NA,NA,2.060606,0.888889,11,NA,"crayfish","fer_10_1_3","fer_10_1",86.5
"fer_10","1","3",50,90,97,NA,NA,NA,NA,2.949495,0.525252,11,NA,"crayfish","fer_10_1_3","fer_10_1",93.5
"fer_10","1","3",50,97,104,NA,NA,NA,NA,2.343434,0.929293,11,NA,"crayfish","fer_10_1_3","fer_10_1",100.5
"gri_04","1","1",10,49,59,3.6,4.9,NA,NA,NA,NA,9.5,NA,"crangon","gri_04_1_1","gri_04_1",54
"gri_04","1","1",10,59,69,4.9,6.8,NA,NA,NA,NA,9.5,NA,"crangon","gri_04_1_1","gri_04_1",64
"gri_04","1","1",10,69,79,6.8,9.4,NA,NA,NA,NA,9.5,NA,"crangon","gri_04_1_1","gri_04_1",74
"gri_04","1","1",10,79,89,9.4,13.1,NA,NA,NA,NA,9.5,NA,"crangon","gri_04_1_1","gri_04_1",84
"kou_00","1","1",15,12,29,0.195,0.284,0.047,0.087,2.6,0.047,7.3,1.07,"mysids","kou_00_1_1","kou_00_1",20.5
"kou_00","1","2",15,12,29,0.197,0.394,0.043,0.103,4.4,0.043,10.4,1.71,"mysids","kou_00_1_2","kou_00_1",20.5
"kou_00","1","3",15,12,29,0.185,0.45,0.038,0.095,5.6,0.038,13.4,1.33,"mysids","kou_00_1_3","kou_00_1",20.5
"kou_01","1","1",12,4,14,NA,NA,NA,NA,0.1365188,0.3003413,0,NA,"mysids;crangon","kou_01_1_1","kou_01_1",9
"kou_01","1","1",12,14,24,NA,NA,NA,NA,-1.447099,0.300342,0,NA,"mysids;crangon","kou_01_1_1","kou_01_1",19
"kou_01","1","10",12,4,14,NA,NA,NA,NA,12.72355,1.31058,36,NA,"mysids;crangon","kou_01_1_10","kou_01_1_",9
"kou_01","1","10",12,14,24,NA,NA,NA,NA,10.86689,1.72013,31,NA,"mysids;crangon","kou_01_1_10","kou_01_1_",19
"kou_01","1","10",12,24,44,NA,NA,NA,NA,8.354949,2.156996,17,NA,"mysids;crangon","kou_01_1_10","kou_01_1_",34
"kou_01","1","11",12,4,14,NA,NA,NA,NA,13.1058,1.31058,46,NA,"mysids;crangon","kou_01_1_11","kou_01_1_",9
"kou_01","1","2",12,4,14,NA,NA,NA,NA,0.3003413,0.1638225,1,NA,"mysids;crangon","kou_01_1_2","kou_01_1",9
"kou_01","1","2",12,14,24,NA,NA,NA,NA,-0.2457338,0.2730375,1,NA,"mysids;crangon","kou_01_1_2","kou_01_1",19
"kou_01","1","2",12,24,44,NA,NA,NA,NA,-0.1365188,0.4368601,0,NA,"mysids;crangon","kou_01_1_2","kou_01_1",34
"kou_01","1","3",12,4,14,NA,NA,NA,NA,1.010239,0.191126,3,NA,"mysids;crangon","kou_01_1_3","kou_01_1",9
"kou_01","1","3",12,14,24,NA,NA,NA,NA,0.05460751,0.1911263,3,NA,"mysids;crangon","kou_01_1_3","kou_01_1",19
"kou_01","1","3",12,24,44,NA,NA,NA,NA,-0.08191126,0.21842999,2,NA,"mysids;crangon","kou_01_1_3","kou_01_1",34
"kou_01","1","4",12,4,14,NA,NA,NA,NA,0.6825939,0.3276448,5,NA,"mysids;crangon","kou_01_1_4","kou_01_1",9
"kou_01","1","4",12,14,24,NA,NA,NA,NA,0.5460751,0.1911263,5,NA,"mysids;crangon","kou_01_1_4","kou_01_1",19
"kou_01","1","4",12,24,44,NA,NA,NA,NA,0.2457338,0.21843,4,NA,"mysids;crangon","kou_01_1_4","kou_01_1",34
"kou_01","1","5",12,4,14,NA,NA,NA,NA,3.713311,1.337884,10,NA,"mysids;crangon","kou_01_1_5","kou_01_1",9
"kou_01","1","5",12,14,24,NA,NA,NA,NA,3.822526,0.546075,9,NA,"mysids;crangon","kou_01_1_5","kou_01_1",19
"kou_01","1","5",12,24,44,NA,NA,NA,NA,0.8464164,0.245734,6,NA,"mysids;crangon","kou_01_1_5","kou_01_1",34
"kou_01","1","6",12,4,14,NA,NA,NA,NA,7.617747,1.365188,15,NA,"mysids;crangon","kou_01_1_6","kou_01_1",9
"kou_01","1","6",12,14,24,NA,NA,NA,NA,6.716724,0.709898000000001,12,NA,"mysids;crangon","kou_01_1_6","kou_01_1",19
"kou_01","1","6",12,24,44,NA,NA,NA,NA,5.460751,0.600683,8,NA,"mysids;crangon","kou_01_1_6","kou_01_1",34
"kou_01","1","7",12,4,14,NA,NA,NA,NA,8.191126,0.518770999999999,16,NA,"mysids;crangon","kou_01_1_7","kou_01_1",9
"kou_01","1","7",12,14,24,NA,NA,NA,NA,8.573379,0.191127,14,NA,"mysids;crangon","kou_01_1_7","kou_01_1",19
"kou_01","1","7",12,24,44,NA,NA,NA,NA,6.662116,0.409556,10,NA,"mysids;crangon","kou_01_1_7","kou_01_1",34
"kou_01","1","8",12,4,14,NA,NA,NA,NA,10.32082,0.791807,28,NA,"mysids;crangon","kou_01_1_8","kou_01_1",9
"kou_01","1","8",12,14,24,NA,NA,NA,NA,9.720137,1.63823,20,NA,"mysids;crangon","kou_01_1_8","kou_01_1",19
"kou_01","1","8",12,24,44,NA,NA,NA,NA,6.935154,0.491468,11,NA,"mysids;crangon","kou_01_1_8","kou_01_1",34
"kou_01","1","9",12,4,14,NA,NA,NA,NA,11.87713,0.57338,30,NA,"mysids;crangon","kou_01_1_9","kou_01_1",9
"kou_01","1","9",12,14,24,NA,NA,NA,NA,9.556314,0.464160000000001,22,NA,"mysids;crangon","kou_01_1_9","kou_01_1",19
"kou_01","1","9",12,24,44,NA,NA,NA,NA,7.426621,0.901023,13,NA,"mysids;crangon","kou_01_1_9","kou_01_1",34
"kou_02","1","1",40,NA,19,NA,0.3478992,NA,0.1210084,NA,NA,NA,NA,"crangon","kou_02_1_1","kou_02_1",NA
"kou_02","1","1",40,19,26,0.3478992,0.6352941,0.1210084,0.1915966,NA,NA,NA,NA,"crangon","kou_02_1_1","kou_02_1",22.5
"kou_02","1","1",40,26,29,0.6352941,0.7210084,0.1915966,0.0554622000000001,NA,NA,NA,NA,"crangon","kou_02_1_1","kou_02_1",27.5
"kou_02","2","4",80,19,26,0.4058091,0.659751,0.0522822,0.1219917,NA,NA,NA,NA,"mysids","kou_02_2_4","kou_02_2",22.5
"kou_02","2","4",80,26,29,0.659751,0.7991701,0.1219917,0.0273859,NA,NA,NA,NA,"mysids","kou_02_2_4","kou_02_2",27.5
"kou_02","3","6",36,4,14,NA,0.300813,NA,0.0731707,8.291667,1.125,43.11,5.86,"crangon","kou_02_3_6","kou_02_3",9
"kou_02","3","6",36,14,24,0.300813,0.9512195,0.0731707,0.0731707,8.416667,0.875,44.77,5.36,"crangon","kou_02_3_6","kou_02_3",19
"kou_02","3","6",36,24,29,0.9512195,1.520325,0.0731707,0.105691,7.791667,0.458334000000001,38.14,2.54,"crangon","kou_02_3_6","kou_02_3",26.5
"kou_02","3","6",36,29,34,1.520325,2.065041,0.105691,0.0975609999999999,5.541667,0.916667,33.93,1.64,"crangon","kou_02_3_6","kou_02_3",31.5
"kou_99","1","1",5,6,16,0.2483766,0.7159091,0.02483766,0.3944806,NA,NA,15.78,1.41,"mysids;gammarus;shrimps","kou_99_1_1","kou_99_1",11
"kou_99","1","1",5,16,26,0.7159091,1.241883,0.3944806,0.336039,NA,NA,11.89,1.27,"mysids;gammarus;shrimps","kou_99_1_1","kou_99_1",21
"kou_99","1","1",6,26,36,1.241883,2.600649,0.336039,0.423701,NA,NA,10.95,1.07,"mysids;gammarus;shrimps","kou_99_1_1","kou_99_1",31
"kou_99","1","1",6,36,46,2.600649,3.711039,0.423701,1.198052,NA,NA,9.26,1.23,"mysids;gammarus;shrimps","kou_99_1_1","kou_99_1",41
"kou_99","1","2",6,6,16,0.2483766,0.6866883,0.02483766,0.3944806,NA,NA,27.23,2.96,"mysids;gammarus;shrimps","kou_99_1_2","kou_99_1",11
"kou_99","1","2",6,16,26,0.6866883,1.840909,0.3944806,0.540585,NA,NA,19.15,3.45,"mysids;gammarus;shrimps","kou_99_1_2","kou_99_1",21
"kou_99","1","2",6,26,36,1.840909,4.076299,0.540585,0.511364,NA,NA,13.62,1.51,"mysids;gammarus;shrimps","kou_99_1_2","kou_99_1",31
"kou_99","1","2",6,36,46,4.076299,5.698052,0.511364,0.818182,NA,NA,10.84,0.8,"mysids;gammarus;shrimps","kou_99_1_2","kou_99_1",41
"kou_99","1","3",6,6,16,0.2775974,1.066558,0.02775974,0.3652594,NA,NA,30.84,4.2,"mysids;gammarus;shrimps","kou_99_1_3","kou_99_1",11
"kou_99","1","3",6,16,26,1.066558,1.88474,0.3652594,0.569805,NA,NA,21.94,3.59,"mysids;gammarus;shrimps","kou_99_1_3","kou_99_1",21
