"publication_id","experiment_id","treatment_id","nsamp","t1","t2","w1","w2","errorw1","errorw2","igr.mu","igr.sd","fr.mu","fr.sd","prey_type","exp_id","experiment","t","main_prey","Rcomma","Temperature","case","z1","z2","Index.t","Index.e","Index.no","Index.food"
"dom_03a",2,5,24,15,20,0.5696703,0.8650549,0.2426374,0.3692304,8.34818928122664,1,NA,NA,"crangon","dom_03a_2_5","dom_03a_2",17.5,"medium_shrimp",0.714285714285714,19,4,0.428571428571427,0.448275862068966,9,8,1,1
"dom_03a",3,7,25,20,25,0.9121495,1.226168,0.2542059,0.418692,5.736264,3.5,NA,NA,"fish fry","dom_03a_3_7","dom_03a_3",22.5,"fish",1,20,2,0.599999999999999,0.517241379310345,10,6,1,3
"dom_03a",3,6,25,30,40,3.872897,5.966355,1.016823,2.542056,4.307692,3.1,NA,NA,"crangon","dom_03a_3_6","dom_03a_3",35,"medium_shrimp",1,20,2,0.599999999999999,0.517241379310345,7,6,1,1
"alm_06",1,1,30,60,120,13.3,85.6,3.4,11.1,3.1,0.1,NA,NA,"grass shrimp","alm_06_1_1","alm_06_1",90,"medium_shrimp",1,21,2,0.599999999999999,0.586206896551724,11,9,1,1
"dom_03b",1,1,30,105,112,21.90669,24.74645,14.19878,16.63286,1.123209,2.1,NA,NA,"grass shrimp","dom_03b_1_1","dom_03b_1",108.5,"medium_shrimp",1.25,18,2,0.749999999999998,0.379310344827586,12,10,1,1
"syk_03",3,7,20,50,57,5.8,NA,0.3,NA,5.1,0.6,15,0.4,NA,"syk_03_3_7","syk_03_3",53.5,"medium_shrimp",1,25,1,0.599999999999999,0.862068965517241,13,11,1,1
"dom_03b",1,2,30,98,105,20.68966,21.09533,12.57607,15.8215,0.5730659,4.7,NA,NA,"grass shrimp","dom_03b_1_2","dom_03b_1",101.5,"medium_shrimp",1.25,18,2,0.749999999999998,0.379310344827586,14,10,1,1
"cor_08",1,2,30,41,48,4.127517,5.067114,0.369127,0.973155,2.849558,1.424779,6.22,2,"starved_shrimp","cor_08_1_2","cor_08_1",44.5,"starved shrimp",1,18.5,1,0.599999999999999,0.413793103448276,15,5,1,4
"kou_01",1,6,12,14,24,NA,NA,NA,NA,6.716724,0.709898000000001,12,NA,"mysids;crangon","kou_01_1_6","kou_01_1",19,"shrimp_mix",0.571428571428571,20,1,0.342857142857142,0.517241379310345,16,3,1,2
"dom_03b",2,4,45,51,58,5.644172,7.546012,1.595092,1.901841,5.37931,0.574712,13.08661,0.61417,"grass shrimp","dom_03b_2_4","dom_03b_2",54.5,"medium_shrimp",1,18,1,0.599999999999999,0.379310344827586,17,12,1,1
"dom_04",2,5,60,51,58,0.99,1.15,0.26,0.15,2.2,0.05,NA,NA,"fish_fry","dom_04_2_5","dom_04_2",54.5,"fish",1,20,1,0.599999999999999,0.517241379310345,8,7,1,3
"cla_89",1,9,36,40,54,NA,NA,NA,NA,1.49940473000149,0.963903078812362,NA,NA,"mysids","cla_89_1_9","cla_89_1",47,"small_shrimp",0.291684434968017,17.5,1,0.17501066098081,0.344827586206897,18,13,1,5
"syk_13",1,1,50,25,30,NA,NA,NA,NA,9,1.26506,NA,NA,"grass shrimp","syk_13_1_1","syk_13_1",27.5,"medium_shrimp",1,24,1,0.599999999999999,0.793103448275862,19,14,1,1
"cor_08b",2,2,60,29,36,NA,NA,NA,NA,5.5,0.5,14,0.8,"grass shrimp","cor_08b_2_2","cor_08b_2",32.5,"medium_shrimp",0.857142857142857,18.5,1,0.514285714285713,0.413793103448276,20,15,1,1
"syk_06",4,4,50,15,29,NA,NA,NA,NA,10.78125,0.563147992460321,NA,NA,"grass shrimp","syk_06_4_4","syk_06_4",22,"medium_shrimp",1,21,3,0.599999999999999,0.586206896551724,21,16,1,1
"dom_04",1,3,90,15,22,0.136,0.173,0.043,0.051,3.2,0.1,NA,NA,"fish_fry","dom_04_1_3","dom_04_1",18.5,"fish",1,20,1,0.599999999999999,0.517241379310345,22,17,1,3
"dom_02",2,2,30,20,30,NA,NA,NA,NA,7.846154,0.941583282594027,NA,NA,"grass_shrimp","dom_02_2_2","dom_02_2",25,"medium_shrimp",1,15,3,0.599999999999999,0.172413793103448,4,4,1,1
"cap_20",1,1,24,75,90,29.62963,54.32099,2.46914,14.81482,2.333333,3.9487176,5.507425,0.0618833333333342,"grass_shrimp","cap_20_1_1","cap_20_1",82.5,"medium_shrimp",1,15,1,0.599999999999999,0.172413793103448,23,18,1,1
"kou_99",1,3,6,26,36,1.88474,5.215909,0.569805,0.599026,10.5510278254222,0.4,14.91,1.22,"mysids;gammarus;shrimps","kou_99_1_3","kou_99_1",31,"shrimp_mix",1,19,4,0.599999999999999,0.448275862068966,24,19,1,2
"dom_01b",1,2,30,60,70,42.01474,53.95577,12.38329,14.59459,2.55,0.1,13.99,NA,"grass_shrimp","dom_01b_1_2","dom_01b_1",65,"medium_shrimp",1,27,2,0.599999999999999,1,25,20,1,1
"fer_10",1,1,50,90,97,NA,NA,NA,NA,3.676768,0.161616,8.87,NA,"grass shrimp","fer_10_1_1","fer_10_1",93.5,"medium_shrimp",1,21,1,0.599999999999999,0.586206896551724,26,21,1,1
"kou_02",1,1,40,26,29,0.6352941,0.7210084,0.1915966,0.0554622000000001,5.57131844436317,1.7,NA,NA,"crangon","kou_02_1_1","kou_02_1",27.5,"medium_shrimp",1.14285714285714,20,4,0.685714285714283,0.517241379310345,27,22,1,1
"dom_02",1,1,30,30,40,5.171504,13.29815,4.432718,5.1715,9.296703,1.3,NA,NA,"grass_shrimp","dom_02_1_1","dom_02_1",35,"medium_shrimp",1,27,2,0.599999999999999,1,28,23,1,1
"dom_04",3,6,36,61,68,5.73,8.59,0.07,0.44,5.7,0.2,NA,NA,"grass_shrimp","dom_04_3_6","dom_04_3",64.5,"medium_shrimp",1,20,1,0.599999999999999,0.517241379310345,29,24,1,1
"syk_03",3,7,20,71,78,NA,26.9,NA,1.2,6.3,1.6,14.8,2.8,NA,"syk_03_3_7","syk_03_3",74.5,"medium_shrimp",1,25,1,0.599999999999999,0.862068965517241,13,11,1,1
"cap_20",1,1,24,105,120,81.48148,106.1728,22.22222,24.69128,1.25641,2.1025638,1.71720291666667,0.0618816666666664,"grass_shrimp","cap_20_1_1","cap_20_1",112.5,"medium_shrimp",1,15,1,0.599999999999999,0.172413793103448,23,18,1,1
"cor_08b",2,1,60,22,29,NA,NA,NA,NA,5.2,0.8,10.4,0.6,"grass shrimp","cor_08b_2_1","cor_08b_2",25.5,"medium_shrimp",0.428571428571429,18.5,1,0.257142857142857,0.413793103448276,30,15,1,1
"dom_03a",3,6,25,15,20,0.9271028,1.570093,0.2392524,0.478505,10.28571,3.1,NA,NA,"crangon","dom_03a_3_6","dom_03a_3",17.5,"medium_shrimp",1,20,2,0.599999999999999,0.517241379310345,7,6,1,1
"syk_06",3,3,35,92,99,NA,NA,NA,NA,4.675325,1.20497495845629,NA,NA,"grass shrimp","syk_06_3_3","syk_06_3",95.5,"medium_shrimp",1,15,3,0.599999999999999,0.172413793103448,1,1,1,1
"syk_06",4,4,50,60,74,12.33766,21.42857,5.194806,9.09091,4.21875,1.1,NA,NA,"grass shrimp","syk_06_4_4","syk_06_4",67,"medium_shrimp",1,21,2,0.599999999999999,0.586206896551724,21,16,1,1
"kou_99",1,1,5,16,26,0.7159091,1.241883,0.3944806,0.336039,6.48073922846489,1.9,11.89,1.27,"mysids;gammarus;shrimps","kou_99_1_1","kou_99_1",21,"shrimp_mix",0.6,19,4,0.359999999999999,0.448275862068966,31,19,1,2
"cla_89",1,6,36,40,54,NA,NA,NA,NA,8.88522105778383,6.30370428034107,NA,NA,"mysids","cla_89_1_6","cla_89_1",47,"small_shrimp",0.972281449893391,12.5,1,0.583368869936033,0,32,13,1,5
"syk_06",1,1,27,50,60,NA,NA,NA,NA,4.92126,0.999725397796066,NA,NA,"grass shrimp","syk_06_1_1","syk_06_1",55,"medium_shrimp",1,17,3,0.599999999999999,0.310344827586207,33,25,1,1
"dom_02",2,2,30,50,60,NA,NA,NA,NA,5.711443,1.18901011749302,NA,NA,"grass_shrimp","dom_02_2_2","dom_02_2",55,"medium_shrimp",1,15,3,0.599999999999999,0.172413793103448,4,4,1,1
"dom_01b",2,3,20,50,60,8.092486,13.17919,4.393063,6.705197,4.98,0.1,NA,NA,"grass_shrimp","dom_01b_2_3","dom_01b_2",55,"medium_shrimp",1,27,2,0.599999999999999,1,34,26,1,1
"cap_20",1,2,24,75,90,33.33333,55.55556,4.93826,7.40742,3.564103,0.846154,5.6311875,0.495049999999999,"grass_shrimp","cap_20_1_2","cap_20_1",82.5,"medium_shrimp",1,15,1,0.599999999999999,0.172413793103448,35,18,1,1
"dom_02",1,1,30,80,90,67.96834,82.74406,22.90238,25.11873,1.845771,0.1,NA,NA,"grass_shrimp","dom_02_1_1","dom_02_1",85,"medium_shrimp",1,27,2,0.599999999999999,1,28,23,1,1
"dom_02",1,1,30,40,50,13.29815,24.37995,5.1715,8.12664,6.659341,0.1,NA,NA,"grass_shrimp","dom_02_1_1","dom_02_1",45,"medium_shrimp",1,27,2,0.599999999999999,1,28,23,1,1
"cor_08",1,1,30,34,41,4.060403,4.66443,0.402685,0.436242,4.769912,0.557523,15.45,1.8,"shrimp","cor_08_1_1","cor_08_1",37.5,"medium_shrimp",1,18.5,1,0.599999999999999,0.413793103448276,6,5,1,1
"fer_10",1,3,50,90,97,NA,NA,NA,NA,2.949495,0.525252,11,NA,"crayfish","fer_10_1_3","fer_10_1",93.5,"crayfish",1,21,1,0.599999999999999,0.586206896551724,36,21,1,6
"kou_01",1,3,12,14,24,NA,NA,NA,NA,0.05460751,0.1911263,3,NA,"mysids;crangon","kou_01_1_3","kou_01_1",19,"shrimp_mix",0.0857142857142857,20,1,0.0514285714285713,0.517241379310345,37,3,1,2
"kou_00",1,2,15,12,29,0.197,0.394,0.043,0.103,4.4,0.043,10.4,1.71,"mysids","kou_00_1_2","kou_00_1",20.5,"small_shrimp",0.506666666666667,19,1,0.304,0.448275862068966,38,27,1,5
"cla_89",1,3,36,40,54,NA,NA,NA,NA,3.35994510589503,3.45327775360071,NA,NA,"mysids","cla_89_1_3","cla_89_1",47,"small_shrimp",0.145842217484009,12.5,1,0.0875053304904052,0,39,13,1,5
"syk_06",3,3,35,42,57,NA,NA,NA,NA,1.623377,0.875509064631706,NA,NA,"grass shrimp","syk_06_3_3","syk_06_3",49.5,"medium_shrimp",1,15,3,0.599999999999999,0.172413793103448,1,1,1,1
"kou_01",1,10,12,24,44,NA,NA,NA,NA,8.354949,2.156996,17,NA,"mysids;crangon","kou_01_1_10","kou_01_1_",34,"shrimp_mix",1.14285714285714,20,1,0.685714285714283,0.517241379310345,40,28,1,2
"fer_10",1,1,50,76,83,NA,NA,NA,NA,3.838384,0.363636,8.87,NA,"grass shrimp","fer_10_1_1","fer_10_1",79.5,"medium_shrimp",1,21,1,0.599999999999999,0.586206896551724,26,21,1,1
"dom_04",2,5,60,30,37,0.6,0.7,0.12,0.14,2.2,0.05,NA,NA,"fish_fry","dom_04_2_5","dom_04_2",33.5,"fish",1,20,1,0.599999999999999,0.517241379310345,8,7,1,3
"gri_04",1,1,10,59,69,4.9,6.8,NA,NA,3.27787490477662,0.434831160070776,9.5,NA,"crangon","gri_04_1_1","gri_04_1",64,"medium_shrimp",1,19,5,0.599999999999999,0.448275862068966,41,29,1,1
"syk_06",1,1,27,60,70,2.614379,3.921569,5.228758,5.228758,3.871391,0.1,NA,NA,"grass shrimp","syk_06_1_1","syk_06_1",65,"medium_shrimp",1,17,2,0.599999999999999,0.310344827586207,33,25,1,1
"dom_03b",1,2,30,105,112,21.09533,22.31237,15.8215,14.19878,0.5730659,0.1,NA,NA,"grass shrimp","dom_03b_1_2","dom_03b_1",108.5,"medium_shrimp",1.25,18,2,0.749999999999998,0.379310344827586,14,10,1,1
"kou_99",1,1,6,36,46,2.600649,3.711039,0.423701,1.198052,3.19078843927583,2.7,9.26,1.23,"mysids;gammarus;shrimps","kou_99_1_1","kou_99_1",41,"shrimp_mix",0.6,19,4,0.359999999999999,0.448275862068966,31,19,1,2
"fer_10",1,2,50,97,104,NA,NA,NA,NA,1.373737,0.242425,6.85,NA,"fish","fer_10_1_2","fer_10_1",100.5,"fish",1,21,1,0.599999999999999,0.586206896551724,42,21,1,3
"cor_08b",2,1,60,36,43,NA,NA,NA,NA,4.6,0.5,9.9,0.1,"grass shrimp","cor_08b_2_1","cor_08b_2",39.5,"medium_shrimp",0.428571428571429,18.5,1,0.257142857142857,0.413793103448276,30,15,1,1
"dom_02",1,1,30,90,100,82.74406,98.99736,25.11873,36.9393,1.845771,2.3,NA,NA,"grass_shrimp","dom_02_1_1","dom_02_1",95,"medium_shrimp",1,27,2,0.599999999999999,1,28,23,1,1
"dom_01b",2,4,20,50,60,14.10405,23.58382,3.69942,8.32369,5.12,2.3,NA,NA,"grass_shrimp","dom_01b_2_4","dom_01b_2",55,"medium_shrimp",1,27,2,0.599999999999999,1,43,26,1,1
"syk_13",1,1,50,45,50,NA,NA,NA,NA,6.361446,0.722892000000001,NA,NA,"grass shrimp","syk_13_1_1","syk_13_1",47.5,"medium_shrimp",1,24,1,0.599999999999999,0.793103448275862,19,14,1,1
"dom_01b",1,2,30,90,100,82.26044,98.62408,26.53563,36.26536,1.85,1.7,7.03,NA,"crabs","dom_01b_1_2","dom_01b_1",95,"medium_shrimp",1,27,2,0.599999999999999,1,25,20,1,1
"syk_03",3,8,48,50,57,5.9,NA,0.3,NA,4.8,0.4,13.8,1.1,NA,"syk_03_3_8","syk_03_3",53.5,"medium_shrimp",1,25,1,0.599999999999999,0.862068965517241,44,11,1,1
"kou_02",3,6,36,14,24,0.300813,0.9512195,0.0731707,0.0731707,8.416667,0.875,44.77,5.36,"crangon","kou_02_3_6","kou_02_3",19,"medium_shrimp",1.14285714285714,20,1,0.685714285714283,0.517241379310345,45,30,1,1
"dom_01b",2,4,20,30,40,3.468208,6.011561,1.387284,2.312139,5.58,0.7,NA,NA,"grass_shrimp","dom_01b_2_4","dom_01b_2",35,"medium_shrimp",1,27,2,0.599999999999999,1,43,26,1,1
"dom_03b",2,4,45,65,72,11.22699,14.96933,3.006138,4.23312,3.632184,0.919541,10.62992,1.22835,"grass shrimp","dom_03b_2_4","dom_03b_2",68.5,"medium_shrimp",1,18,1,0.599999999999999,0.379310344827586,17,12,1,1
"dom_01b",1,2,30,30,40,NA,11.94103,37.14987,4.4226,9.28,1.45927324523254,NA,NA,"grass_shrimp","dom_01b_1_2","dom_01b_1",35,"medium_shrimp",1,27,3,0.599999999999999,1,25,20,1,1
"dom_04",4,8,15,58,65,2.7,4.7,0.8,1.2,7.7,0.7,15.3,0.7,"grass_shrimp","dom_04_4_8","dom_04_4",61.5,"medium_shrimp",1,24,1,0.599999999999999,0.793103448275862,46,31,1,1
"dom_02",2,2,30,90,100,12.55937,16.2533,4.43272,5.91029,2.960199,1.1,NA,NA,"grass_shrimp","dom_02_2_2","dom_02_2",95,"medium_shrimp",1,15,2,0.599999999999999,0.172413793103448,4,4,1,1
"dom_01b",2,3,20,30,40,2.774566,4.855491,1.618497,1.618497,6.13,0.9,NA,NA,"grass_shrimp","dom_01b_2_3","dom_01b_2",35,"medium_shrimp",1,27,2,0.599999999999999,1,34,26,1,1
"dom_03a",3,7,25,30,40,1.55514,1.854206,0.553271,0.837383,1.846154,2.7,NA,NA,"fish fry","dom_03a_3_7","dom_03a_3",35,"fish",1,20,2,0.599999999999999,0.517241379310345,10,6,1,3
"syk_06",3,3,35,57,71,NA,NA,NA,NA,1.363636,0.596207812466631,NA,NA,"grass shrimp","syk_06_3_3","syk_06_3",64,"medium_shrimp",1,15,3,0.599999999999999,0.172413793103448,1,1,1,1
"syk_06",4,4,50,46,60,5.194805,12.33766,5.194806,5.194806,5.234375,1.1,NA,NA,"grass shrimp","syk_06_4_4","syk_06_4",53,"medium_shrimp",1,21,2,0.599999999999999,0.586206896551724,21,16,1,1
"cor_08b",1,1,90,15,22,0.34,0.47,0.06,0.07,6.1,0.2,13.3,0.4,"mysids","cor_08b_1_1","cor_08b_1",18.5,"small_shrimp",0.5,18.5,1,0.299999999999999,0.413793103448276,47,32,1,5
"dom_01b",1,2,30,20,30,NA,NA,NA,NA,11.77,1.36016145721987,NA,NA,"grass_shrimp","dom_01b_1_2","dom_01b_1",25,"medium_shrimp",1,27,3,0.599999999999999,1,25,20,1,1
"syk_06",1,1,27,30,40,NA,NA,NA,NA,5.183727,0.900010653969702,NA,NA,"grass shrimp","syk_06_1_1","syk_06_1",35,"medium_shrimp",1,17,3,0.599999999999999,0.310344827586207,33,25,1,1
"dom_04",1,3,90,22,29,0.173,0.209,0.051,0.054,3.4,0.05,NA,NA,"fish_fry","dom_04_1_3","dom_04_1",25.5,"fish",1,20,1,0.599999999999999,0.517241379310345,22,17,1,3
"cla_89",1,8,36,40,54,NA,NA,NA,NA,-3.26684813455938,6.68219071068189,NA,NA,"mysids","cla_89_1_8","cla_89_1",47,"small_shrimp",0.145842217484009,17.5,1,0.0875053304904052,0.344827586206897,48,13,1,5
"syk_03",3,6,4,50,57,5.6,NA,1.6,NA,5.3,1,14.2,1,NA,"syk_03_3_6","syk_03_3",53.5,"medium_shrimp",1,25,1,0.599999999999999,0.862068965517241,49,11,1,1
"dom_03b",1,1,30,112,119,24.74645,27.99189,16.63286,19.87829,2.040115,3.3,NA,NA,"grass shrimp","dom_03b_1_1","dom_03b_1",115.5,"medium_shrimp",1.25,18,2,0.749999999999998,0.379310344827586,12,10,1,1
"syk_03",1,1,18,16,21,0.3215859,0.4977974,0.1938326,0.2819384,7.422907,4.779734,NA,NA,"grass shrimp","syk_03_1_1","syk_03_1",18.5,"medium_shrimp",1,23,1,0.599999999999999,0.724137931034483,50,33,1,1
"syk_03",3,8,48,71,78,NA,25.2,NA,1.3,4.8,0.9,10.7,0.9,NA,"syk_03_3_8","syk_03_3",74.5,"medium_shrimp",1,25,1,0.599999999999999,0.862068965517241,44,11,1,1
"kou_01",1,5,12,24,44,NA,NA,NA,NA,0.8464164,0.245734,6,NA,"mysids;crangon","kou_01_1_5","kou_01_1",34,"shrimp_mix",0.285714285714286,20,1,0.171428571428571,0.517241379310345,5,3,1,2
"dom_04",4,9,15,51,58,2.15,2.3,0.36,0.7,1.1,0.7,7.4,0.8,"fish_fry","dom_04_4_9","dom_04_4",54.5,"fish",1,24,1,0.599999999999999,0.793103448275862,51,31,1,3
"dom_04",2,5,60,44,51,0.91,0.99,0.17,0.26,2.4,0.1,NA,NA,"fish_fry","dom_04_2_5","dom_04_2",47.5,"fish",1,20,1,0.599999999999999,0.517241379310345,8,7,1,3
"kou_01",1,4,12,14,24,NA,NA,NA,NA,0.5460751,0.1911263,5,NA,"mysids;crangon","kou_01_1_4","kou_01_1",19,"shrimp_mix",0.142857142857143,20,1,0.0857142857142856,0.517241379310345,52,3,1,2
"dom_04",3,6,36,68,75,8.59,12.83,0.44,1.09,5.9,0.4,NA,NA,"grass_shrimp","dom_04_3_6","dom_04_3",71.5,"medium_shrimp",1,20,1,0.599999999999999,0.517241379310345,29,24,1,1
"lep_15",1,1,32,22,36,0.5216049,1.046296,0.02469136,0.1111111,4.94009455527569,0.7,NA,NA,"crangon","lep_15_1_1","lep_15_1",29,"medium_shrimp",1,17.5,4,0.599999999999999,0.344827586206897,2,2,1,1
"dom_04",3,6,36,82,89,19.48,29.05,2.91,3.74,5.8,0.2,NA,NA,"grass_shrimp","dom_04_3_6","dom_04_3",85.5,"medium_shrimp",1,20,1,0.599999999999999,0.517241379310345,29,24,1,1
"fer_10",1,2,50,83,90,NA,NA,NA,NA,0.9292929,0.6464651,6.85,NA,"fish","fer_10_1_2","fer_10_1",86.5,"fish",1,21,1,0.599999999999999,0.586206896551724,42,21,1,3
"gri_04",1,1,10,69,79,6.8,9.4,NA,NA,3.23838613402055,0.355666845910964,9.5,NA,"crangon","gri_04_1_1","gri_04_1",74,"medium_shrimp",1,19,5,0.599999999999999,0.448275862068966,41,29,1,1
"syk_06",3,3,35,99,114,NA,NA,NA,NA,1.363636,0.991049826171973,NA,NA,"grass shrimp","syk_06_3_3","syk_06_3",106.5,"medium_shrimp",1,15,3,0.599999999999999,0.172413793103448,1,1,1,1
"dom_04",3,7,36,82,89,10.86,14.89,3.02,4.96,4.7,0.2,NA,NA,"fish_fry","dom_04_3_7","dom_04_3",85.5,"fish",1,20,1,0.599999999999999,0.517241379310345,53,24,1,3
"dom_02",1,1,30,70,80,54.67018,67.96834,14.77572,22.90238,2.263682,1.9,NA,NA,"grass_shrimp","dom_02_1_1","dom_02_1",75,"medium_shrimp",1,27,2,0.599999999999999,1,28,23,1,1
"syk_06",1,1,27,110,120,14.37908,20.26144,5.228758,6.535948,3.543307,0.1,NA,NA,"grass shrimp","syk_06_1_1","syk_06_1",115,"medium_shrimp",1,17,2,0.599999999999999,0.310344827586207,33,25,1,1
"kou_01",1,2,12,24,44,NA,NA,NA,NA,-0.1365188,0.4368601,0,NA,"mysids;crangon","kou_01_1_2","kou_01_1",34,"shrimp_mix",0.0285714285714286,20,1,0.0171428571428571,0.517241379310345,3,3,1,2
"kou_02",3,6,36,29,34,1.520325,2.065041,0.105691,0.0975609999999999,5.541667,0.916667,33.93,1.64,"crangon","kou_02_3_6","kou_02_3",31.5,"medium_shrimp",1.14285714285714,20,1,0.685714285714283,0.517241379310345,45,30,1,1
"dom_03b",2,3,45,51,58,5.705521,8.282209,1.656441,2.576687,4.390805,0.827587,14.12598,0.236220000000001,"grass shrimp","dom_03b_2_3","dom_03b_2",54.5,"medium_shrimp",1,18,1,0.599999999999999,0.379310344827586,54,12,1,1
"cap_20",1,3,24,105,120,82.71605,108.642,27.1605,34.56796,1.820513,0.358974,1.65532166666667,0.185644166666667,"grass_shrimp","cap_20_1_3","cap_20_1",112.5,"medium_shrimp",1,15,1,0.599999999999999,0.172413793103448,55,18,1,1
"dom_02",2,2,30,80,90,NA,NA,NA,NA,1.532338,0.571206259411005,NA,NA,"grass_shrimp","dom_02_2_2","dom_02_2",85,"medium_shrimp",1,15,3,0.599999999999999,0.172413793103448,4,4,1,1
"kou_02",2,4,80,26,29,0.659751,0.7991701,0.1219917,0.0273859,6.93112765153993,0.6,NA,NA,"mysids","kou_02_2_4","kou_02_2",27.5,"small_shrimp",1.14285714285714,20,4,0.685714285714283,0.517241379310345,56,34,1,5
"syk_06",1,1,27,70,80,3.921569,5.228758,5.228758,5.228758,3.674541,0.7,NA,NA,"grass shrimp","syk_06_1_1","syk_06_1",75,"medium_shrimp",1,17,2,0.599999999999999,0.310344827586207,33,25,1,1
"syk_13",1,1,50,30,35,NA,NA,NA,NA,4.662651,0.578313,NA,NA,"grass shrimp","syk_13_1_1","syk_13_1",32.5,"medium_shrimp",1,24,1,0.599999999999999,0.793103448275862,19,14,1,1
"fer_10",1,3,50,83,90,NA,NA,NA,NA,2.060606,0.888889,11,NA,"crayfish","fer_10_1_3","fer_10_1",86.5,"crayfish",1,21,1,0.599999999999999,0.586206896551724,36,21,1,6
"kou_01",1,7,12,24,44,NA,NA,NA,NA,6.662116,0.409556,10,NA,"mysids;crangon","kou_01_1_7","kou_01_1",34,"shrimp_mix",0.714285714285714,20,1,0.428571428571427,0.517241379310345,57,3,1,2
"syk_03",2,5,40,16,21,0.3185996,0.5330416,0.2021882,0.355361,10.35088,0.771929999999999,NA,NA,"grass shrimp","syk_03_2_5","syk_03_2",18.5,"medium_shrimp",1,23,1,0.599999999999999,0.724137931034483,58,35,1,1
"dom_04",1,2,90,15,22,0.257,0.491,0.055,0.088,8.6,0.3,NA,NA,"grass_shrimp","dom_04_1_2","dom_04_1",18.5,"medium_shrimp",1,20,1,0.599999999999999,0.517241379310345,59,17,1,1
"dom_01b",1,2,30,80,90,68.10811,82.26044,22.55528,26.53563,1.83,0.7,4.49,NA,"crabs","dom_01b_1_2","dom_01b_1",85,"medium_shrimp",1,27,2,0.599999999999999,1,25,20,1,1
"kou_01",1,9,12,24,44,NA,NA,NA,NA,7.426621,0.901023,13,NA,"mysids;crangon","kou_01_1_9","kou_01_1",34,"shrimp_mix",1,20,1,0.599999999999999,0.517241379310345,60,3,1,2
"cla_89",1,10,36,40,54,NA,NA,NA,NA,6.40501044281218,1.10431186085688,NA,NA,"mysids","cla_89_1_10","cla_89_1_",47,"small_shrimp",0.486140724946694,17.5,1,0.291684434968016,0.344827586206897,61,36,1,5
"cor_08b",2,2,60,22,29,NA,NA,NA,NA,10,0.3,14.2,0.7,"grass shrimp","cor_08b_2_2","cor_08b_2",25.5,"medium_shrimp",0.857142857142857,18.5,1,0.514285714285713,0.413793103448276,20,15,1,1
"bae_10",1,1,30,14,21,0.1208738,0.149,0.0247573,0.009,3.25608301424409,0.4,NA,NA,"caprellids","bae_10_1_1","bae_10_1",17.5,"amphipods",1,20.5,4,0.599999999999999,0.551724137931034,62,37,1,7
"syk_13",1,1,50,40,45,NA,NA,NA,NA,6.686747,0.650603,NA,NA,"grass shrimp","syk_13_1_1","syk_13_1",42.5,"medium_shrimp",1,24,1,0.599999999999999,0.793103448275862,19,14,1,1
