"publication_id","experiment_id","treatment_id","nsamp","t1","t2","w1","w2","errorw1","errorw2","igr.mu","igr.sd","fr.mu","fr.sd","prey_type","exp_id","experiment","t","main_prey","Rcomma","Temperature","case","z1","z2","Index.t","Index.e","Index.no","Index.food"
"cla_89",1,11,36,40,54,NA,NA,NA,NA,11.3575716635858,2.76658792285184,NA,NA,"mysids","cla_89_1_11","cla_89_1_",47,"small_shrimp",0.972281449893391,17.5,1,0.583368869936033,0.344827586206897,79,36,1,5
"dom_04",1,1,90,22,29,0.36,0.496,0.076,0.086,5.3,0.2,NA,NA,"mysids","dom_04_1_1","dom_04_1",25.5,"small_shrimp",1,20,1,0.599999999999999,0.517241379310345,64,17,1,5
"dom_03a",3,7,25,25,30,1.226168,1.55514,0.418692,0.553271,4.813187,0.9,NA,NA,"fish fry","dom_03a_3_7","dom_03a_3",27.5,"fish",1,20,2,0.599999999999999,0.517241379310345,10,6,1,3
"syk_06",4,4,50,88,102,34.41558,52.5974,15.584416,23.37662,3.4375,1.1,NA,NA,"grass shrimp","syk_06_4_4","syk_06_4",95,"medium_shrimp",1,21,2,0.599999999999999,0.586206896551724,21,16,1,1
"dom_04",4,9,15,79,86,5.4,6.8,1.6,2.1,3.5,0.1,10.8,0.6,"fish_fry","dom_04_4_9","dom_04_4",82.5,"fish",1,24,1,0.599999999999999,0.793103448275862,51,31,1,3
"dom_02",2,2,30,60,70,NA,NA,NA,NA,3.865672,0.729293728868703,NA,NA,"grass_shrimp","dom_02_2_2","dom_02_2",65,"medium_shrimp",1,15,3,0.599999999999999,0.172413793103448,4,4,1,1
"kou_99",1,2,6,16,26,0.6866883,1.840909,0.3944806,0.540585,10.8737195893071,0.6,19.15,3.45,"mysids;gammarus;shrimps","kou_99_1_2","kou_99_1",21,"shrimp_mix",0.857142857142857,19,4,0.514285714285713,0.448275862068966,78,19,1,2
"cla_89",1,2,36,40,54,NA,NA,NA,NA,0.118187852327483,3.30925968859688,NA,NA,"mysids","cla_89_1_2","cla_89_1",47,"small_shrimp",0,12.5,1,0,0,80,13,1,5
"syk_06",4,4,50,74,88,21.42857,34.41558,9.09091,15.584416,3.59375,1.1,NA,NA,"grass shrimp","syk_06_4_4","syk_06_4",81,"medium_shrimp",1,21,2,0.599999999999999,0.586206896551724,21,16,1,1
"dom_04",3,7,36,68,75,6.43,8.07,0.35,1.47,3.5,0.2,NA,NA,"fish_fry","dom_04_3_7","dom_04_3",71.5,"fish",1,20,1,0.599999999999999,0.517241379310345,53,24,1,3
"dom_01b",2,4,20,60,70,23.58382,38.84393,8.32369,8.3237,5.06,0.3,NA,NA,"crabs","dom_01b_2_4","dom_01b_2",65,"medium_shrimp",1,27,2,0.599999999999999,1,43,26,1,1
"syk_13",1,1,50,20,25,NA,NA,NA,NA,9.253012,0.542168999999999,NA,NA,"grass shrimp","syk_13_1_1","syk_13_1",22.5,"medium_shrimp",1,24,1,0.599999999999999,0.793103448275862,19,14,1,1
"syk_03",3,7,20,64,71,NA,12.5,NA,1,5.2,0.8,14.8,0.5,NA,"syk_03_3_7","syk_03_3",67.5,"medium_shrimp",1,25,1,0.599999999999999,0.862068965517241,13,11,1,1
"cor_08b",1,2,90,15,22,NA,NA,NA,NA,6.5,0.4,14.6,1.2,"mysids","cor_08b_1_2","cor_08b_1",18.5,"small_shrimp",1,18.5,1,0.599999999999999,0.413793103448276,81,32,1,5
"dom_04",4,8,15,51,58,2.15,2.7,0.36,0.8,3.3,0.5,10.4,1.1,"grass_shrimp","dom_04_4_8","dom_04_4",54.5,"medium_shrimp",1,24,1,0.599999999999999,0.793103448275862,46,31,1,1
"kou_01",1,4,12,24,44,NA,NA,NA,NA,0.2457338,0.21843,4,NA,"mysids;crangon","kou_01_1_4","kou_01_1",34,"shrimp_mix",0.142857142857143,20,1,0.0857142857142856,0.517241379310345,52,3,1,2
"dom_04",4,8,15,65,72,4.7,6.5,1.2,1.6,4.6,0.7,12.7,0.4,"grass_shrimp","dom_04_4_8","dom_04_4",68.5,"medium_shrimp",1,24,1,0.599999999999999,0.793103448275862,46,31,1,1
"dom_02",1,1,30,100,110,98.99736,110.8179,36.9393,43.58843,1.114428,1.5,NA,NA,"grass_shrimp","dom_02_1_1","dom_02_1",105,"medium_shrimp",1,27,2,0.599999999999999,1,28,23,1,1
"cap_20",1,3,24,75,90,30.8642,54.32099,2.46914,14.81482,3.512821,0.307693,5.60024583333333,0.123766666666666,"grass_shrimp","cap_20_1_3","cap_20_1",82.5,"medium_shrimp",1,15,1,0.599999999999999,0.172413793103448,55,18,1,1
"kou_00",1,3,15,12,29,0.185,0.45,0.038,0.095,5.6,0.038,13.4,1.33,"mysids","kou_00_1_3","kou_00_1",20.5,"small_shrimp",0.76,19,1,0.455999999999999,0.448275862068966,82,27,1,5
